State,District,Level,Name,TRU,No_HH_Head,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,,,,
27,515,DISTRICT,Aurangabad,Urban,5156,25296,13339,11957,3507,1888,1619,17941,10172,7769,7355,3167,4188,8713,6408,2305,7836,5978,1858,169,124,45,659,378,281,143,89,54,6865,5387,1478,877,430,447,24,14,10,113,38,75,67,13,54,673,365,308,767,374,393,24,14,10,105,36,69,54,11,43,584,313,271,110,56,54,0,0,0,8,2,6,13,2,11,89,52,37,16583,6931,9652,,,,,
27,516,DISTRICT,Nashik,Total,297490,1564369,792547,771822,255701,130994,124707,871017,493985,377032,693352,298562,394790,827803,439989,387814,737936,404091,333845,241300,137157,104143,416849,209406,207443,3513,1762,1751,76274,55766,20508,89867,35898,53969,21682,7639,14043,54573,20843,33730,1384,425,959,12228,6991,5237,78955,31243,47712,18919,6454,12465,48581,18529,30052,1126,343,783,10329,5917,4412,10912,4655,6257,2763,1185,1578,5992,2314,3678,258,82,176,1899,1074,825,736566,352558,384008,,,,,
27,516,DISTRICT,Nashik,Rural,262600,1399280,707246,692034,232433,118748,113685,763316,433569,329747,635964,273677,362287,761453,395184,366269,679446,363520,315926,239858,136266,103592,403093,202288,200805,2728,1377,1351,33767,23589,10178,82007,31664,50343,21386,7553,13833,52296,19801,32495,995,295,700,7330,4015,3315,72335,27667,44668,18635,6371,12264,46661,17638,29023,787,222,565,6252,3436,2816,9672,3997,5675,2751,1182,1569,5635,2163,3472,208,73,135,1078,579,499,637827,312062,325765,,,,,
27,516,DISTRICT,Nashik,Urban,34890,165089,85301,79788,23268,12246,11022,107701,60416,47285,57388,24885,32503,66350,44805,21545,58490,40571,17919,1442,891,551,13756,7118,6638,785,385,400,42507,32177,10330,7860,4234,3626,296,86,210,2277,1042,1235,389,130,259,4898,2976,1922,6620,3576,3044,284,83,201,1920,891,1029,339,121,218,4077,2481,1596,1240,658,582,12,3,9,357,151,206,50,9,41,821,495,326,98739,40496,58243,,,,,
27,517,DISTRICT,Thane,Total,316901,1542451,769192,773259,249645,126113,123532,761121,440654,320467,781330,328538,452792,737468,413671,323797,534492,320515,213977,147697,83659,64038,212586,114079,98507,6786,3606,3180,167423,119171,48252,202976,93156,109820,37923,16319,21604,115715,49784,65931,4313,1501,2812,45025,25552,19473,171097,79971,91126,32067,14054,18013,97279,42732,54547,3033,1112,1921,38718,22073,16645,31879,13185,18694,5856,2265,3591,18436,7052,11384,1280,389,891,6307,3479,2828,804983,355521,449462,,,,,
27,517,DISTRICT,Thane,Rural,254375,1265162,627288,637874,213642,107664,105978,576208,338624,237584,688954,288664,400290,627649,337058,290591,441745,253316,188429,146248,82707,63541,202415,108185,94230,4788,2475,2313,88294,59949,28345,185904,83742,102162,37463,16061,21402,111678,47781,63897,3639,1258,2381,33124,18642,14482,156314,71811,84503,31648,13820,17828,93767,40979,52788,2510,924,1586,28389,16088,12301,29590,11931,17659,5815,2241,3574,17911,6802,11109,1129,334,795,4735,2554,2181,637513,290230,347283,,,,,
27,517,DISTRICT,Thane,Urban,62526,277289,141904,135385,36003,18449,17554,184913,102030,82883,92376,39874,52502,109819,76613,33206,92747,67199,25548,1449,952,497,10171,5894,4277,1998,1131,867,79129,59222,19907,17072,9414,7658,460,258,202,4037,2003,2034,674,243,431,11901,6910,4991,14783,8160,6623,419,234,185,3512,1753,1759,523,188,335,10329,5985,4344,2289,1254,1035,41,24,17,525,250,275,151,55,96,1572,925,647,167470,65291,102179,,,,,
27,518,DISTRICT,Mumbai Suburban,Total,23633,104560,55033,49527,11562,6070,5492,76304,42947,33357,28256,12086,16170,44126,31594,12532,40262,29359,10903,196,114,82,408,283,125,1578,838,740,38080,28124,9956,3864,2235,1629,112,73,39,135,77,58,255,100,155,3362,1985,1377,3111,1779,1332,108,69,39,120,68,52,199,76,123,2684,1566,1118,753,456,297,4,4,0,15,9,6,56,24,32,678,419,259,60434,23439,36995,,,,,
27,518,DISTRICT,Mumbai Suburban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
27,518,DISTRICT,Mumbai Suburban,Urban,23633,104560,55033,49527,11562,6070,5492,76304,42947,33357,28256,12086,16170,44126,31594,12532,40262,29359,10903,196,114,82,408,283,125,1578,838,740,38080,28124,9956,3864,2235,1629,112,73,39,135,77,58,255,100,155,3362,1985,1377,3111,1779,1332,108,69,39,120,68,52,199,76,123,2684,1566,1118,753,456,297,4,4,0,15,9,6,56,24,32,678,419,259,60434,23439,36995,,,,,
27,519,DISTRICT,Mumbai,Total,5688,25093,13488,11605,2462,1283,1179,18876,10723,8153,6217,2765,3452,10733,7930,2803,9736,7409,2327,42,23,19,28,17,11,365,220,145,9301,7149,2152,997,521,476,13,6,7,9,7,2,53,21,32,922,487,435,886,455,431,12,6,6,9,7,2,42,16,26,823,426,397,111,66,45,1,0,1,0,0,0,11,5,6,99,61,38,14360,5558,8802,,,,,
27,519,DISTRICT,Mumbai,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
27,519,DISTRICT,Mumbai,Urban,5688,25093,13488,11605,2462,1283,1179,18876,10723,8153,6217,2765,3452,10733,7930,2803,9736,7409,2327,42,23,19,28,17,11,365,220,145,9301,7149,2152,997,521,476,13,6,7,9,7,2,53,21,32,922,487,435,886,455,431,12,6,6,9,7,2,42,16,26,823,426,397,111,66,45,1,0,1,0,0,0,11,5,6,99,61,38,14360,5558,8802,,,,,
27,520,DISTRICT,Raigarh,Total,66408,305125,153657,151468,45350,23111,22239,149610,86217,63393,155515,67440,88075,142591,85711,56880,97616,63690,33926,11249,7039,4210,44921,26118,18803,1599,821,778,39847,29712,10135,44975,22021,22954,3044,1562,1482,24013,11382,12631,968,340,628,16950,8737,8213,37154,18712,18442,2583,1387,1196,20285,9923,10362,709,264,445,13577,7138,6439,7821,3309,4512,461,175,286,3728,1459,2269,259,76,183,3373,1599,1774,162534,67946,94588,,,,,
27,520,DISTRICT,Raigarh,Rural,58935,270768,135959,134809,40984,20848,20136,126918,73587,53331,143850,62372,81478,129274,76391,52883,86668,55581,31087,11059,6923,4136,43864,25433,18431,1369,676,693,30376,22549,7827,42606,20810,21796,3027,1556,1471,23724,11230,12494,888,309,579,14967,7715,7252,35203,17698,17505,2567,1381,1186,20076,9812,10264,643,242,401,11917,6263,5654,7403,3112,4291,460,175,285,3648,1418,2230,245,67,178,3050,1452,1598,141494,59568,81926,,,,,
27,520,DISTRICT,Raigarh,Urban,7473,34357,17698,16659,4366,2263,2103,22692,12630,10062,11665,5068,6597,13317,9320,3997,10948,8109,2839,190,116,74,1057,685,372,230,145,85,9471,7163,2308,2369,1211,1158,17,6,11,289,152,137,80,31,49,1983,1022,961,1951,1014,937,16,6,10,209,111,98,66,22,44,1660,875,785,418,197,221,1,0,1,80,41,39,14,9,5,323,147,176,21040,8378,12662,,,,,
27,521,DISTRICT,Pune,Total,74328,348876,179132,169744,48902,25385,23517,219312,124380,94932,129564,54752,74812,173238,101551,71687,153140,93039,60101,44362,25642,18720,56243,28178,28065,1468,767,701,51067,38452,12615,20098,8512,11586,4038,1170,2868,8469,3060,5409,616,187,429,6975,4095,2880,17447,7192,10255,3577,948,2629,7418,2623,4795,488,139,349,5964,3482,2482,2651,1320,1331,461,222,239,1051,437,614,128,48,80,1011,613,398,175638,77581,98057,,,,,
27,521,DISTRICT,Pune,Rural,52729,255389,129711,125678,36488,18784,17704,151090,86428,64662,104299,43283,61016,137894,74760,63134,121047,68213,52834,44172,25513,18659,55510,27744,27766,865,453,412,20500,14503,5997,16847,6547,10300,3989,1144,2845,8237,2953,5284,465,124,341,4156,2326,1830,14745,5577,9168,3529,922,2607,7251,2549,4702,373,88,285,3592,2018,1574,2102,970,1132,460,222,238,986,404,582,92,36,56,564,308,256,117495,54951,62544,,,,,
27,521,DISTRICT,Pune,Urban,21599,93487,49421,44066,12414,6601,5813,68222,37952,30270,25265,11469,13796,35344,26791,8553,32093,24826,7267,190,129,61,733,434,299,603,314,289,30567,23949,6618,3251,1965,1286,49,26,23,232,107,125,151,63,88,2819,1769,1050,2702,1615,1087,48,26,22,167,74,93,115,51,64,2372,1464,908,549,350,199,1,0,1,65,33,32,36,12,24,447,305,142,58143,22630,35513,,,,,
27,522,DISTRICT,Ahmadnagar,Total,73365,378230,191165,187065,59597,30535,29062,198306,116339,81967,179924,74826,105098,198234,104203,94031,177800,95374,82426,56622,31343,25279,98527,49070,49457,1079,511,568,21572,14450,7122,20434,8829,11605,3890,1691,2199,12079,4874,7205,401,139,262,4064,2125,1939,17569,7571,9998,3099,1255,1844,10595,4326,6269,318,115,203,3557,1875,1682,2865,1258,1607,791,436,355,1484,548,936,83,24,59,507,250,257,179996,86962,93034,,,,,
27,522,DISTRICT,Ahmadnagar,Rural,68881,354975,179133,175842,56340,28817,27523,183292,107884,75408,171683,71249,100434,189826,98646,91180,170588,90422,80166,56249,31052,25197,96277,47809,48468,903,411,492,17159,11150,6009,19238,8224,11014,3840,1674,2166,11701,4715,6986,339,122,217,3358,1713,1645,16593,7065,9528,3058,1239,1819,10284,4191,6093,261,102,159,2990,1533,1457,2645,1159,1486,782,435,347,1417,524,893,78,20,58,368,180,188,165149,80487,84662,,,,,
27,522,DISTRICT,Ahmadnagar,Urban,4484,23255,12032,11223,3257,1718,1539,15014,8455,6559,8241,3577,4664,8408,5557,2851,7212,4952,2260,373,291,82,2250,1261,989,176,100,76,4413,3300,1113,1196,605,591,50,17,33,378,159,219,62,17,45,706,412,294,976,506,470,41,16,25,311,135,176,57,13,44,567,342,225,220,99,121,9,1,8,67,24,43,5,4,1,139,70,69,14847,6475,8372,,,,,
27,523,DISTRICT,Bid,Total,6631,32722,16806,15916,5717,3008,2709,18607,10720,7887,14115,6086,8029,15520,8653,6867,14035,7998,6037,2551,1485,1066,8365,4178,4187,131,72,59,2988,2263,725,1485,655,830,155,67,88,900,346,554,35,17,18,395,225,170,1321,571,750,134,53,81,804,304,500,34,16,18,349,198,151,164,84,80,21,14,7,96,42,54,1,1,0,46,27,19,17202,8153,9049,,,,,
27,523,DISTRICT,Bid,Rural,5396,26681,13659,13022,4916,2568,2348,14102,8237,5865,12579,5422,7157,13536,7184,6352,12307,6673,5634,2475,1421,1054,8145,4055,4090,97,52,45,1590,1145,445,1229,511,718,139,57,82,828,319,509,28,12,16,234,123,111,1093,447,646,124,49,75,737,278,459,28,12,16,204,108,96,136,64,72,15,8,7,91,41,50,0,0,0,30,15,15,13145,6475,6670,,,,,
27,523,DISTRICT,Bid,Urban,1235,6041,3147,2894,801,440,361,4505,2483,2022,1536,664,872,1984,1469,515,1728,1325,403,76,64,12,220,123,97,34,20,14,1398,1118,280,256,144,112,16,10,6,72,27,45,7,5,2,161,102,59,228,124,104,10,4,6,67,26,41,6,4,2,145,90,55,28,20,8,6,6,0,5,1,4,1,1,0,16,12,4,4057,1678,2379,,,,,
27,524,DISTRICT,Latur,Total,11315,57488,29872,27616,7964,4215,3749,35808,20504,15304,21680,9368,12312,26100,15712,10388,24257,14931,9326,4856,3040,1816,14465,8022,6443,243,144,99,4693,3725,968,1843,781,1062,305,91,214,980,368,612,54,14,40,504,308,196,1637,664,973,279,80,199,866,303,563,46,12,34,446,269,177,206,117,89,26,11,15,114,65,49,8,2,6,58,39,19,31388,14160,17228,,,,,
27,524,DISTRICT,Latur,Rural,9514,48147,24970,23177,6775,3588,3187,29201,16772,12429,18946,8198,10748,23279,13544,9735,21739,12957,8782,4790,2984,1806,14236,7874,6362,180,104,76,2533,1995,538,1540,587,953,301,87,214,954,352,602,30,8,22,255,140,115,1383,503,880,276,77,199,845,291,554,24,7,17,238,128,110,157,84,73,25,10,15,109,61,48,6,1,5,17,12,5,24868,11426,13442,,,,,
27,524,DISTRICT,Latur,Urban,1801,9341,4902,4439,1189,627,562,6607,3732,2875,2734,1170,1564,2821,2168,653,2518,1974,544,66,56,10,229,148,81,63,40,23,2160,1730,430,303,194,109,4,4,0,26,16,10,24,6,18,249,168,81,254,161,93,3,3,0,21,12,9,22,5,17,208,141,67,49,33,16,1,1,0,5,4,1,2,1,1,41,27,14,6520,2734,3786,,,,,
27,525,DISTRICT,Osmanabad,Total,7311,36039,18569,17470,5873,3013,2860,20587,12036,8551,15452,6533,8919,16317,9427,6890,14923,8858,6065,2736,1774,962,9148,4832,4316,132,65,67,2907,2187,720,1394,569,825,127,41,86,900,338,562,50,10,40,317,180,137,1251,501,750,125,39,86,817,300,517,33,7,26,276,155,121,143,68,75,2,2,0,83,38,45,17,3,14,41,25,16,19722,9142,10580,,,,,
27,525,DISTRICT,Osmanabad,Rural,6168,30007,15426,14581,4976,2548,2428,16663,9794,6869,13344,5632,7712,14501,8096,6405,13266,7622,5644,2662,1718,944,8857,4630,4227,118,56,62,1629,1218,411,1235,474,761,125,39,86,860,319,541,40,7,33,210,109,101,1114,417,697,123,37,86,783,283,500,26,4,22,182,93,89,121,57,64,2,2,0,77,36,41,14,3,11,28,16,12,15506,7330,8176,,,,,
27,525,DISTRICT,Osmanabad,Urban,1143,6032,3143,2889,897,465,432,3924,2242,1682,2108,901,1207,1816,1331,485,1657,1236,421,74,56,18,291,202,89,14,9,5,1278,969,309,159,95,64,2,2,0,40,19,21,10,3,7,107,71,36,137,84,53,2,2,0,34,17,17,7,3,4,94,62,32,22,11,11,0,0,0,6,2,4,3,0,3,13,9,4,4216,1812,2404,,,,,
27,526,DISTRICT,Solapur,Total,15414,77592,39785,37807,11321,5882,5439,46747,27242,19505,30845,12543,18302,32249,20498,11751,29600,19228,10372,4993,3483,1510,12869,6781,6088,568,269,299,11170,8695,2475,2649,1270,1379,266,97,169,1143,445,698,102,33,69,1138,695,443,2215,1038,1177,219,70,149,969,372,597,86,26,60,941,570,371,434,232,202,47,27,20,174,73,101,16,7,9,197,125,72,45343,19287,26056,,,,,
27,526,DISTRICT,Solapur,Rural,9859,49731,25648,24083,7768,3978,3790,27504,16502,11002,22227,9146,13081,22824,13540,9284,21079,12783,8296,4777,3286,1491,12384,6505,5879,229,134,95,3689,2858,831,1745,757,988,244,82,162,1031,408,623,45,18,27,425,249,176,1426,594,832,197,55,142,872,338,534,36,14,22,321,187,134,319,163,156,47,27,20,159,70,89,9,4,5,104,62,42,26907,12108,14799,,,,,
27,526,DISTRICT,Solapur,Urban,5555,27861,14137,13724,3553,1904,1649,19243,10740,8503,8618,3397,5221,9425,6958,2467,8521,6445,2076,216,197,19,485,276,209,339,135,204,7481,5837,1644,904,513,391,22,15,7,112,37,75,57,15,42,713,446,267,789,444,345,22,15,7,97,34,63,50,12,38,620,383,237,115,69,46,0,0,0,15,3,12,7,3,4,93,63,30,18436,7179,11257,,,,,
27,527,DISTRICT,Satara,Total,6419,29635,15210,14425,4619,2407,2212,18269,10173,8096,11366,5037,6329,12820,8191,4629,11021,7321,3700,1602,1077,525,3274,1782,1492,258,151,107,5887,4311,1576,1799,870,929,261,94,167,721,292,429,72,21,51,745,463,282,1556,741,815,234,87,147,644,256,388,54,15,39,624,383,241,243,129,114,27,7,20,77,36,41,18,6,12,121,80,41,16815,7019,9796,,,,,
27,527,DISTRICT,Satara,Rural,4868,22463,11500,10963,3419,1784,1635,13838,7754,6084,8625,3746,4879,10147,6297,3850,8542,5536,3006,1572,1056,516,3146,1711,1435,165,88,77,3659,2681,978,1605,761,844,258,91,167,695,281,414,57,17,40,595,372,223,1394,650,744,231,84,147,619,246,373,44,13,31,500,307,193,211,111,100,27,7,20,76,35,41,13,4,9,95,65,30,12316,5203,7113,,,,,
27,527,DISTRICT,Satara,Urban,1551,7172,3710,3462,1200,623,577,4431,2419,2012,2741,1291,1450,2673,1894,779,2479,1785,694,30,21,9,128,71,57,93,63,30,2228,1630,598,194,109,85,3,3,0,26,11,15,15,4,11,150,91,59,162,91,71,3,3,0,25,10,15,10,2,8,124,76,48,32,18,14,0,0,0,1,1,0,5,2,3,26,15,11,4499,1816,2683,,,,,
27,528,DISTRICT,Ratnagiri,Total,4592,20374,10402,9972,2838,1432,1406,11419,6662,4757,8955,3740,5215,8570,5727,2843,7042,4959,2083,279,160,119,2142,1190,952,89,58,31,4532,3551,981,1528,768,760,43,19,24,517,239,278,39,14,25,929,496,433,1110,583,527,33,16,17,422,200,222,23,7,16,632,360,272,418,185,233,10,3,7,95,39,56,16,7,9,297,136,161,11804,4675,7129,,,,,
27,528,DISTRICT,Ratnagiri,Rural,4202,18788,9577,9211,2606,1322,1284,10211,6008,4203,8577,3569,5008,8036,5287,2749,6563,4556,2007,276,158,118,2128,1182,946,85,54,31,4074,3162,912,1473,731,742,42,18,24,506,232,274,39,14,25,886,467,419,1077,560,517,32,15,17,411,193,218,23,7,16,611,345,266,396,171,225,10,3,7,95,39,56,16,7,9,275,122,153,10752,4290,6462,,,,,
27,528,DISTRICT,Ratnagiri,Urban,390,1586,825,761,232,110,122,1208,654,554,378,171,207,534,440,94,479,403,76,3,2,1,14,8,6,4,4,0,458,389,69,55,37,18,1,1,0,11,7,4,0,0,0,43,29,14,33,23,10,1,1,0,11,7,4,0,0,0,21,15,6,22,14,8,0,0,0,0,0,0,0,0,0,22,14,8,1052,385,667,,,,,
27,529,DISTRICT,Sindhudurg,Total,1744,6976,3575,3401,781,410,371,5075,2742,2333,1901,833,1068,2711,1929,782,1872,1421,451,174,102,72,299,195,104,16,12,4,1383,1112,271,839,508,331,78,41,37,418,240,178,24,11,13,319,216,103,663,411,252,62,33,29,304,170,134,18,9,9,279,199,80,176,97,79,16,8,8,114,70,44,6,2,4,40,17,23,4265,1646,2619,,,,,
27,529,DISTRICT,Sindhudurg,Rural,1505,6019,3061,2958,659,337,322,4344,2346,1998,1675,715,960,2362,1646,716,1586,1182,404,173,101,72,277,184,93,15,11,4,1121,886,235,776,464,312,78,41,37,408,233,175,21,9,12,269,181,88,606,369,237,62,33,29,295,164,131,16,8,8,233,164,69,170,95,75,16,8,8,113,69,44,5,1,4,36,17,19,3657,1415,2242,,,,,
27,529,DISTRICT,Sindhudurg,Urban,239,957,514,443,122,73,49,731,396,335,226,118,108,349,283,66,286,239,47,1,1,0,22,11,11,1,1,0,262,226,36,63,44,19,0,0,0,10,7,3,3,2,1,50,35,15,57,42,15,0,0,0,9,6,3,2,1,1,46,35,11,6,2,4,0,0,0,1,1,0,1,1,0,4,0,4,608,231,377,,,,,
27,530,DISTRICT,Kolhapur,Total,6685,30206,15478,14728,3607,1929,1678,21276,11784,9492,8930,3694,5236,12688,8643,4045,11086,7944,3142,2792,1999,793,2889,1684,1205,219,130,89,5186,4131,1055,1602,699,903,296,91,205,662,275,387,66,17,49,578,316,262,1401,603,798,256,76,180,601,250,351,54,13,41,490,264,226,201,96,105,40,15,25,61,25,36,12,4,8,88,52,36,17518,6835,10683,,,,,
27,530,DISTRICT,Kolhapur,Rural,4924,22318,11408,10910,2673,1419,1254,15528,8635,6893,6790,2773,4017,9749,6467,3282,8369,5879,2490,2730,1948,782,2473,1441,1032,171,102,69,2995,2388,607,1380,588,792,290,88,202,632,266,366,50,13,37,408,221,187,1228,518,710,251,73,178,573,242,331,41,9,32,363,194,169,152,70,82,39,15,24,59,24,35,9,4,5,45,27,18,12569,4941,7628,,,,,
27,530,DISTRICT,Kolhapur,Urban,1761,7888,4070,3818,934,510,424,5748,3149,2599,2140,921,1219,2939,2176,763,2717,2065,652,62,51,11,416,243,173,48,28,20,2191,1743,448,222,111,111,6,3,3,30,9,21,16,4,12,170,95,75,173,85,88,5,3,2,28,8,20,13,4,9,127,70,57,49,26,23,1,0,1,2,1,1,3,0,3,43,25,18,4949,1894,3055,,,,,
27,531,DISTRICT,Sangli,Total,4020,18333,9406,8927,2669,1404,1265,11930,6580,5350,6403,2826,3577,7595,5000,2595,6773,4635,2138,1150,873,277,2106,1148,958,172,78,94,3345,2536,809,822,365,457,120,34,86,340,135,205,44,11,33,318,185,133,690,309,381,104,27,77,316,129,187,26,8,18,244,145,99,132,56,76,16,7,9,24,6,18,18,3,15,74,40,34,10738,4406,6332,,,,,
27,531,DISTRICT,Sangli,Rural,2769,12820,6592,6228,2000,1061,939,7994,4448,3546,4826,2144,2682,5618,3561,2057,4950,3282,1668,1064,801,263,1843,1017,826,127,50,77,1916,1414,502,668,279,389,115,31,84,307,121,186,33,8,25,213,119,94,561,238,323,100,24,76,285,117,168,19,5,14,157,92,65,107,41,66,15,7,8,22,4,18,14,3,11,56,27,29,7202,3031,4171,,,,,
27,531,DISTRICT,Sangli,Urban,1251,5513,2814,2699,669,343,326,3936,2132,1804,1577,682,895,1977,1439,538,1823,1353,470,86,72,14,263,131,132,45,28,17,1429,1122,307,154,86,68,5,3,2,33,14,19,11,3,8,105,66,39,129,71,58,4,3,1,31,12,19,7,3,4,87,53,34,25,15,10,1,0,1,2,2,0,4,0,4,18,13,5,3536,1375,2161,,,,,
28,000,State,ANDHRA PRADESH,Total,1417289,5918073,2969362,2948711,770975,399301,371674,2532727,1499586,1033141,3385346,1469776,1915570,3208051,1666680,1541371,2565865,1414263,1151602,762138,472037,290101,1353645,638909,714736,46236,21211,25025,403846,282106,121740,642186,252417,389769,53086,24452,28634,470075,169562,300513,17567,6015,11552,101458,52388,49070,554512,217117,337395,45195,20129,25066,409740,147561,262179,13589,4537,9052,85988,44890,41098,87674,35300,52374,7891,4323,3568,60335,22001,38334,3978,1478,2500,15470,7498,7972,2710022,1302682,1407340,,,,,
28,000,State,ANDHRA PRADESH,Rural,1258592,5232129,2620892,2611237,686511,355252,331259,2130838,1272121,858717,3101291,1348771,1752520,2941919,1493052,1448867,2343564,1262494,1081070,756939,468506,288433,1313458,617844,695614,37371,16282,21089,235796,159862,75934,598355,230558,367797,52341,24072,28269,459048,165040,294008,15211,5106,10105,71755,36340,35415,516553,198094,318459,44498,19786,24712,400296,143673,256623,11723,3828,7895,60036,30807,29229,81802,32464,49338,7843,4286,3557,58752,21367,37385,3488,1278,2210,11719,5533,6186,2290210,1127840,1162370,,,,,
28,000,State,ANDHRA PRADESH,Urban,158697,685944,348470,337474,84464,44049,40415,401889,227465,174424,284055,121005,163050,266132,173628,92504,222301,151769,70532,5199,3531,1668,40187,21065,19122,8865,4929,3936,168050,122244,45806,43831,21859,21972,745,380,365,11027,4522,6505,2356,909,1447,29703,16048,13655,37959,19023,18936,697,343,354,9444,3888,5556,1866,709,1157,25952,14083,11869,5872,2836,3036,48,37,11,1583,634,949,490,200,290,3751,1965,1786,419812,174842,244970,,,,,
28,532,DISTRICT,Adilabad,Total,109553,495794,247472,248322,67481,34505,32976,219922,130838,89084,275872,116634,159238,267594,136729,130865,211230,114663,96567,109026,66686,42340,75898,32161,43737,4542,1221,3321,21764,14595,7169,56364,22066,34298,6037,3141,2896,38633,13563,25070,2330,674,1656,9364,4688,4676,49997,19568,30429,5593,2882,2711,34626,12215,22411,1697,469,1228,8081,4002,4079,6367,2498,3869,444,259,185,4007,1348,2659,633,205,428,1283,686,597,228200,110743,117457,,,,,
28,532,DISTRICT,Adilabad,Rural,102592,463089,231551,231538,64244,32820,31424,198693,119532,79161,264396,112019,152377,256055,129310,126745,202304,108522,93782,108449,66308,42141,73862,31184,42678,4299,1090,3209,15694,9940,5754,53751,20788,32963,5971,3118,2853,37734,13209,24525,2218,619,1599,7828,3842,3986,47699,18465,29234,5530,2861,2669,33804,11885,21919,1603,425,1178,6762,3294,3468,6052,2323,3729,441,257,184,3930,1324,2606,615,194,421,1066,548,518,207034,102241,104793,,,,,
28,532,DISTRICT,Adilabad,Urban,6961,32705,15921,16784,3237,1685,1552,21229,11306,9923,11476,4615,6861,11539,7419,4120,8926,6141,2785,577,378,199,2036,977,1059,243,131,112,6070,4655,1415,2613,1278,1335,66,23,43,899,354,545,112,55,57,1536,846,690,2298,1103,1195,63,21,42,822,330,492,94,44,50,1319,708,611,315,175,140,3,2,1,77,24,53,18,11,7,217,138,79,21166,8502,12664,,,,,
28,533,DISTRICT,Nizamabad,Total,40614,192941,95679,97262,27775,14453,13322,75837,47085,28752,117104,48594,68510,99366,48006,51360,82653,41694,40959,37045,20858,16187,35041,15316,19725,3280,415,2865,7287,5105,2182,16713,6312,10401,1103,476,627,13153,4731,8422,633,126,507,1824,979,845,14120,5403,8717,925,394,531,11134,4055,7079,518,93,425,1543,861,682,2593,909,1684,178,82,96,2019,676,1343,115,33,82,281,118,163,93575,47673,45902,,,,,
28,533,DISTRICT,Nizamabad,Rural,39169,185297,92056,93241,26930,14004,12926,70808,44492,26316,114489,47564,66925,96903,46451,50452,80611,40325,40286,36978,20810,16168,34733,15129,19604,3085,381,2704,5815,4005,1810,16292,6126,10166,1099,475,624,13065,4691,8374,596,113,483,1532,847,685,13780,5255,8525,921,393,528,11055,4021,7034,493,86,407,1311,755,556,2512,871,1641,178,82,96,2010,670,1340,103,27,76,221,92,129,88394,45605,42789,,,,,
28,533,DISTRICT,Nizamabad,Urban,1445,7644,3623,4021,845,449,396,5029,2593,2436,2615,1030,1585,2463,1555,908,2042,1369,673,67,48,19,308,187,121,195,34,161,1472,1100,372,421,186,235,4,1,3,88,40,48,37,13,24,292,132,160,340,148,192,4,1,3,79,34,45,25,7,18,232,106,126,81,38,43,0,0,0,9,6,3,12,6,6,60,26,34,5181,2068,3113,,,,,
28,534,DISTRICT,Karimnagar,Total,26008,106745,53495,53250,11764,6134,5630,48910,28820,20090,57835,24675,33160,56568,28911,27657,47211,25358,21853,14165,8533,5632,23197,10561,12636,1552,512,1040,8297,5752,2545,9357,3553,5804,406,176,230,7103,2510,4593,319,108,211,1529,759,770,7762,2875,4887,329,133,196,5950,2060,3890,238,76,162,1245,606,639,1595,678,917,77,43,34,1153,450,703,81,32,49,284,153,131,50177,24584,25593,,,,,
